reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
78b4dd73-4c8a-4c2d-81fe-a2e22a48ab8a,Azlina Farhan,"Kenapa edlink sekarang sering error, padahal sudah berkali-kali di upgrade mohon segera di perbaiki ya, terima kasih.",2,0,4.9.9.1,2026-06-15 14:42:32
f7a38a08-63e1-4a46-bf49-4385202f9279,Dhafin,"ada bug yg bikin kesel, ketika mau upload ke gdrive melalui edlink pasti disuruh ""Permission penyimpanan diperlukan"" tapi ketika dipencet malah gk ada opsi buat mengizinkan itu.",4,0,4.9.9.1,2026-06-15 03:58:02
fec267e7-f627-43f8-a8a8-40a5b8449a22,Tubagus Arya,"Apk sampah, kok gak bisa upload 3 file tugas sekaligus?",2,2,4.9.9.1,2026-06-13 09:58:08
f7a0b53f-1f2a-441f-8cc9-f31506b38e95,ibnu zacky,banyak bug,1,0,,2026-06-12 06:32:27
6a7d1219-f8f6-44c0-9351-1b19f808f817,Widy Astuti,kampus ungu icsada Bojonegoro memudahkan kami dalam belajar melalui program rpl dengan tenaga dosen yang ramah,5,0,4.9.9.1,2026-06-12 02:30:35
def7c1d8-0c2a-438f-851b-48e1c1a231fc,Teguh Iman Satrio,"halo min mohon maaf min mau bertanya, min ini kenapa ya saya mau mengunduh file dari dosen ga bisa di unduh kenapa ya? btw kalau ada bug atau error di update lagi secara bertahap aja min jangan lupa memikiran realistisnya juga min",1,0,4.9.9.1,2026-06-09 08:49:46
74239563-73a2-4aa7-b37e-297d5f937df2,RenxRen,lebih bagus versi sebelumnya,1,0,,2026-06-06 02:58:04
d4a0eee5-30eb-480c-9783-9a17880631a4,Muhammad Rezky,bisa lagi kembalikan fitur yang dulu sebelum versi sekarang ini karena Lebih susah akses materi sekarang daripada yang sebelumnya,1,1,4.9.9.1,2026-06-04 08:32:34
e66718d7-5a0e-4176-9ce9-885db0cb78bb,Fransiskustefi 07,sangat membantu,5,0,4.9.9.1,2026-06-03 00:20:15
1d20014f-960a-4834-8e71-7dfb993a1987,MUHAMMAD RIKY RAMADANI,"muter-muter pas ngerjain, bikin waktu ke pangkas",1,0,,2026-06-02 02:11:46
aa5b3e05-40eb-4257-9bea-dfa3ffdb9e84,Muhammad Haykal Rizqi,"spam notifikasi nilai tugas diterima pas di klik notifnya ga tertuju pada satu tugas hanya ada di beranda edlink, ini sangat menganggu.",1,1,4.9.9,2026-06-02 01:47:55
a3ec5205-4b40-4a80-aab7-5d939f84eb5d,Joy Nina,"Mohon evaluasi jadwal update aplikasi. Sangat merugikan jika update wajib dilakukan mendekati masa UTS/UAS. Tidak semua HP update otomatis, dan terkadang update di Play Store belum tersedia meski ujian dimulai. Akibatnya, saya dan teman-teman alami error saat kuis, nilai kosong karena dianggap tidak ikut ujian. Selain itu, aplikasi sering lag saat kuis meski internet stabil. Mohon buat ""masa tenang"" update saat ujian. Terima kasih.",3,3,4.9.9.1,2026-06-01 13:11:34
dc2d5c8a-45bb-4672-854d-00b812465481,Muhammad Ilham Khoiri,"kenapa tidak bisa terhubung ke internet yaa? saya mau ngumpulin tugas jadi tidak bisa apakah server error? sudah di uninstal tapi tetep sama, mohon perbaiki secepatnya.",1,0,4.9.9.1,2026-05-29 13:38:38
d43100b1-56d8-442b-8d3f-0a7b2f942144,Sakila Nadin,"saya upload tugas 5 kli pun gk kekirim k dosen, buat perbaikan lah ya, saya sampe gk ada nilai uts saya!",1,0,4.9.9.1,2026-05-29 01:10:39
