reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
71f087c8-01fd-49c0-bd0a-b4b3ab22fd06,Arman Wijaya (ARYA),tambahkan fitur widget,3,0,4.9.7,1/26/2026 5:19
b7ed3804-727e-43c6-a9d3-cd57fba2190f,SHANAZ ALIFA ZAHRA,"kenapa ya aku kan udah ngerjain kuis, tpi kok muncul lagi dan tulisannya kerjakan kuis, nilai ku gak ada, helppp!! 😭😭😭",2,0,4.9.6.1,1/24/2026 15:44
c43d7c30-5ead-4810-b5a3-8cded9816c3f,Nuril Qolbi,mantap,5,0,,1/22/2026 9:06
5a934faa-e2e3-4e07-990b-814182096003,M.Juan Fadillah,"aplikasi gk jelas, sudah 2x kali setiap ingin pengumpulan tugas susah sekali buat upload file nya. bisa sih di atasi pake laptop tapi kalau lagi gk bawa laptop bahaya banget, dan harus konfirmasi ke dosennya itupun kalo dosennya pengertian.",1,0,4.9.7,1/22/2026 7:48
35d0d506-4992-4d3d-8c3c-44d886872b4d,Ahmad Danillah,ini gak tau masalahnya datang dari kampusnya atau emang dari aplikasinya yang dimana mata kuliah yang muncul dibagian menu transkrip tidak lengkap dan nilai IPKnya juga beda dengan yang ada pada menu kemajuan belajar. dan ada mata kuliah yang hilang pada menu kemajuan belajar juga sehingga mengurangi SKS yang ada (saya gak tau ini dari aplikasinya atau kampus) dan masalah lainnya tidak bisa melihat nilai dari periode sebelumnya,2,0,4.9.7,1/20/2026 12:58
725ae0aa-32ed-4ed4-a246-224dd9aee42f,bastiana rumbewas,Aplikasi nya bagus untuk pelajaran,4,0,,1/19/2026 1:10
985e6e5f-e906-4ebe-bc14-a781e6e4721b,Rizal Safei,mohon dong untuk di perbaiki daily quest nya di bagian point quiz dan pengumpulan tugas nya gak di diklaim padahal udah ada 2 Minggu saya ngerjainnya tapi masih belum bisa di klaim tolong segera di perbaiki lagi dong 🙏,4,0,4.9.7,1/18/2026 7:31
8abb4576-4de2-4510-89fd-c5e5a3ac60c5,Suyati 123,"kenapa edlink tidak bisa mengakses pakek wifi dan tidak bisa ngirim tugas, mohon cepat di perbarui, aplikasi masuk error truss",1,0,,1/16/2026 13:03
df78dcb9-0fe5-4ad1-84ec-76e2c8b079c8,Suci Cahyani,"tolong dong admin, kalo ada kendala itu segera di perbaiki. apa lagi kalo sudah banyak yg komplain dan bertanya tanya di kelas Help Desk tapi ga di respon. Makin berkurang nih Kepedulian nya.",3,0,4.9.7,1/15/2026 4:47
938ab860-f8fb-4166-a163-6ac0a73d620b,Rusdan Noval Afdala,tolong untuk kuisioner penilaian pengajar di berikan sistem Anonymous karena pada mahasiswa/pelajar bisa saja kedepan nya ditandai oleh pengajar/dosen terkait,3,0,,1/14/2026 7:33
236e4881-873b-41c1-a32f-88cfcd7ce3ed,Jennie,aplikasi bagus buat mempermudah percakapan dosen dan mahasiswa tapi akhir akhir ini engga bisa klaim point tugas dan quiz yah tolong dong perbaiki lagi aplikasi 🙏,5,0,,1/14/2026 1:21
82a5c25a-5fbf-4f77-af11-47a4edd303e3,Muhammad Hamdi,ok,5,0,4.9.7,1/13/2026 17:07
e034746d-ffb6-4d2b-931c-9227f9f22a9e,Scen myn,"GJ, disuruh atur waktu mulu padahal udah",1,0,,1/13/2026 13:26
0d22f068-1daf-4cbb-b8f1-a381db192da7,Mr J,"Aplikasi ""BODOH"", karena tidak bisa mentedeksi ketersediaan internet lewat data seluler saat mengerjakan quiz, perbaiki itu woi",2,0,4.9.6,1/13/2026 4:44
0f1c6b38-1f73-4a99-a1ad-29f568844e6d,Zaidatul Arifaini,"tolong lah notifikasi nya kok sering ga adaaa, apa lagi kalo ada dosen yg ngasih pemberitahuan tolong lah diperbaiki😒",1,0,4.9.7,1/13/2026 3:22
